"","Gene","variant.counts","pos.variant.counts","neg.variant.counts"
"996","O60921",2,0,2
"997","O60928",3,3,0
"998","O60930",5,2,3
"999","O60934",4,2,2
"1000","O60938",6,3,3
"1001","O60939",4,2,2
"1002","O60941",4,0,4
"1003","O75019",7,0,7
"1004","O75030",22,19,3
"1005","O75031",1,0,1
"1006","O75037",8,0,8
"1007","O75051",11,1,10
"1008","O75052",2,0,2
"1009","O75056",6,0,6
"1010","O75064",3,0,3
"1011","O75069",2,0,2
"1012","O75071",4,0,4
"1013","O75072",25,15,10
"1014","O75074",5,0,5
"1015","O75078",3,0,3
"1016","O75081",6,0,6
"1017","O75083",6,0,6
"1018","O75084",2,0,2
"1019","O75093",8,0,8
"1020","O75095",17,0,17
"1021","O75096",24,12,12
"1022","O75106",5,0,5
"1023","O75110",1,0,1
"1024","O75112",6,0,6
"1025","O75113",4,0,4
"1026","O75116",2,0,2
"1027","O75127",1,1,0
"1028","O75128",13,0,13
"1029","O75131",4,0,4
"1030","O75132",9,0,9
"1031","O75140",9,8,1
"1032","O75144",4,0,4
"1033","O75145",2,0,2
"1034","O75146",4,0,4
"1035","O75147",17,1,16
"1036","O75151",8,0,8
"1037","O75152",3,0,3
"1038","O75153",2,0,2
"1039","O75155",11,0,11
"1040","O75157",2,0,2
"1041","O75159",2,0,2
"1042","O75161",50,24,26
"1043","O75164",2,0,2
"1044","O75165",12,0,12
"1045","O75173",4,0,4
"1046","O75175",4,1,3
"1047","O75179",4,0,4
"1048","O75185",12,0,12
"1049","O75190",9,8,1
"1050","O75191",3,0,3
"1051","O75192",1,0,1
"1052","O75197",80,71,9
"1053","O75204",16,9,7
"1054","O75208",5,0,5
"1055","O75251",4,3,1
"1056","O75298",1,1,0
"1057","O75306",17,15,2
"1058","O75309",3,0,3
"1059","O75310",1,0,1
"1060","O75312",1,0,1
"1061","O75325",5,0,5
"1062","O75326",2,0,2
"1063","O75333",4,0,4
"1064","O75340",1,0,1
"1065","O75342",37,35,2
"1066","O75344",2,0,2
"1067","O75346",2,0,2
"1068","O75352",7,5,2
"1069","O75355",6,0,6
"1070","O75356",3,0,3
"1071","O75360",9,8,1
"1072","O75362",5,0,5
"1073","O75363",5,0,5
"1074","O75364",2,1,1
"1075","O75366",9,2,7
"1076","O75367",1,0,1
"1077","O75373",4,0,4
"1078","O75376",11,0,11
"1079","O75379",1,0,1
"1080","O75380",3,3,0
"1081","O75381",1,0,1
"1082","O75387",4,0,4
"1083","O75388",3,0,3
"1084","O75390",1,0,1
"1085","O75398",12,10,2
"1086","O75410",3,0,3
"1087","O75417",25,0,25
"1088","O75420",5,0,5
"1089","O75427",1,0,1
"1090","O75431",2,0,2
"1091","O75437",8,0,8
"1092","O75439",10,5,5
"1093","O75443",45,38,7
"1094","O75445",165,156,9
"1095","O75448",4,0,4
"1096","O75449",1,0,1
"1097","O75452",3,0,3
"1098","O75460",7,0,7
"1099","O75461",1,0,1
"1100","O75462",14,13,1
"1101","O75467",4,0,4
"1102","O75473",8,0,8
"1103","O75474",4,0,4
"1104","O75477",2,2,0
"1105","O75478",5,0,5
"1106","O75486",2,0,2
"1107","O75487",3,1,2
"1108","O75489",6,5,1
"1109","O75493",2,0,2
"1110","O75496",3,1,2
"1111","O75509",2,0,2
"1112","O75521",3,0,3
"1113","O75525",1,0,1
"1114","O75526",3,0,3
"1115","O75528",1,0,1
"1116","O75529",2,0,2
"1117","O75531",1,1,0
"1118","O75533",2,1,1
"1119","O75554",4,0,4
"1120","O75556",2,0,2
"1121","O75558",6,2,4
"1122","O75563",2,0,2
"1123","O75569",5,2,3
"1124","O75570",4,0,4
"1125","O75578",12,0,12
"1126","O75581",9,4,5
"1127","O75593",26,17,9
"1128","O75594",1,0,1
"1129","O75602",2,0,2
"1130","O75603",20,9,11
"1131","O75604",5,0,5
"1132","O75608",2,0,2
"1133","O75610",8,0,8
"1134","O75616",4,1,3
"1135","O75626",2,0,2
"1136","O75628",2,0,2
"1137","O75631",5,1,4
"1138","O75635",4,0,4
"1139","O75636",6,0,6
"1140","O75638",2,0,2
"1141","O75643",18,16,2
"1142","O75648",14,10,4
"1143","O75663",3,0,3
"1144","O75665",31,19,12
"1145","O75674",1,0,1
"1146","O75676",1,0,1
"1147","O75677",1,0,1
"1148","O75678",5,0,5
"1149","O75683",8,0,8
"1150","O75691",19,0,19
"1151","O75694",3,1,2
"1152","O75695",26,19,7
"1153","O75712",23,19,4
"1154","O75715",1,0,1
"1155","O75716",2,0,2
"1156","O75717",8,0,8
"1157","O75718",4,3,1
"1158","O75746",3,3,0
"1159","O75747",25,0,25
"1160","O75751",3,1,2
"1161","O75762",7,1,6
"1162","O75764",1,0,1
"1163","O75783",1,0,1
"1164","O75787",1,0,1
"1165","O75791",2,0,2
"1166","O75792",13,10,3
"1167","O75794",3,0,3
"1168","O75795",1,0,1
"1169","O75800",11,4,7
"1170","O75807",17,0,17
"1171","O75808",8,0,8
"1172","O75815",6,0,6
"1173","O75818",2,0,2
"1174","O75820",1,0,1
"1175","O75821",1,0,1
"1176","O75828",5,0,5
"1177","O75829",1,0,1
"1178","O75832",1,0,1
"1179","O75838",7,5,2
"1180","O75841",3,0,3
"1181","O75843",4,0,4
"1182","O75844",6,5,1
"1183","O75845",6,3,3
"1184","O75864",2,0,2
"1185","O75871",3,0,3
"1186","O75874",4,1,3
"1187","O75879",5,1,4
"1188","O75880",8,3,5
"1189","O75881",21,16,5
"1190","O75882",5,0,5
"1191","O75884",4,0,4
"1192","O75896",1,0,1
"1193","O75897",1,0,1
"1194","O75899",4,3,1
"1195","O75901",3,0,3
"1196","O75907",3,2,1
"1197","O75908",1,0,1
"1198","O75909",1,1,0
"1199","O75911",2,0,2
"1200","O75912",1,0,1
"1201","O75915",1,0,1
"1202","O75916",6,1,5
"1203","O75925",1,0,1
"1204","O75928",2,0,2
"1205","O75934",1,0,1
"1206","O75935",1,0,1
"1207","O75936",1,0,1
"1208","O75937",1,0,1
"1209","O75943",7,0,7
"1210","O75947",1,0,1
"1211","O75951",1,0,1
"1212","O75952",2,0,2
"1213","O75954",1,0,1
"1214","O75955",1,0,1
"1215","O75962",10,5,5
"1216","O75969",4,0,4
"1217","O75970",1,1,0
"1218","O75971",1,0,1
"1219","O75973",1,0,1
"1220","O75976",2,0,2
"1221","O75995",1,0,1
"1222","O76000",4,0,4
"1223","O76003",4,0,4
"1224","O76009",5,0,5
"1225","O76011",4,0,4
"1226","O76013",4,0,4
"1227","O76014",6,0,6
"1228","O76015",3,0,3
"1229","O76021",5,0,5
"1230","O76024",124,106,18
"1231","O76027",3,0,3
"1232","O76031",3,1,2
"1233","O76036",4,0,4
"1234","O76038",2,0,2
"1235","O76041",14,2,12
"1236","O76050",2,0,2
"1237","O76054",4,0,4
"1238","O76061",2,0,2
"1239","O76062",2,0,2
"1240","O76064",1,0,1
"1241","O76070",2,0,2
"1242","O76074",2,0,2
"1243","O76075",3,0,3
"1244","O76076",1,0,1
"1245","O76081",2,0,2
"1246","O76082",3,0,3
"1247","O76083",2,0,2
"1248","O76094",3,1,2
"1249","O76096",3,0,3
"1250","O76099",4,0,4
"1251","O76100",4,0,4
"1252","O77932",3,0,3
"1253","O94760",1,0,1
"1254","O94761",14,2,12
"1255","O94762",6,0,6
"1256","O94763",3,0,3
"1257","O94766",8,6,2
"1258","O94768",1,0,1
"1259","O94769",3,0,3
"1260","O94776",3,0,3
"1261","O94777",1,1,0
"1262","O94778",1,0,1
"1263","O94779",7,0,7
"1264","O94782",2,0,2
"1265","O94788",1,1,0
"1266","O94804",7,1,6
"1267","O94805",4,3,1
"1268","O94806",3,0,3
"1269","O94808",6,0,6
"1270","O94810",9,0,9
"1271","O94811",7,0,7
"1272","O94812",6,0,6
"1273","O94813",6,0,6
"1274","O94817",1,0,1
"1275","O94818",3,0,3
"1276","O94819",1,0,1
"1277","O94823",16,0,16
"1278","O94826",1,0,1
"1279","O94830",6,1,5
"1280","O94832",3,0,3
"1281","O94842",1,0,1
"1282","O94844",2,0,2
"1283","O94850",1,0,1
"1284","O94855",6,2,4
"1285","O94864",1,0,1
"1286","O94868",2,0,2
"1287","O94874",4,0,4
"1288","O94880",2,0,2
"1289","O94885",14,7,7
"1290","O94886",11,3,8
"1291","O94887",10,0,10
"1292","O94888",2,0,2
"1293","O94889",3,0,3
"1294","O94892",1,0,1
"1295","O94898",3,0,3
"1296","O94900",2,0,2
"1297","O94903",6,3,3
"1298","O94905",3,3,0
"1299","O94906",2,1,1
"1300","O94907",3,0,3
"1301","O94910",3,0,3
"1302","O94913",7,0,7
"1303","O94915",10,0,10
"1304","O94919",6,0,6
"1305","O94923",4,0,4
"1306","O94925",3,3,0
"1307","O94927",5,0,5
"1308","O94929",4,0,4
"1309","O94933",3,0,3
"1310","O94941",4,0,4
"1311","O94952",3,0,3
"1312","O94955",5,0,5
"1313","O94956",5,0,5
"1314","O94972",7,4,3
"1315","O94979",6,0,6
"1316","O94985",6,0,6
"1317","O94986",1,1,0
"1318","O94988",8,0,8
"1319","O94989",8,0,8
"1320","O94991",7,1,6
"1321","O94993",5,0,5
"1322","O95006",8,0,8
"1323","O95007",4,0,4
"1324","O95025",10,1,9
"1325","O95050",2,0,2
"1326","O95070",3,0,3
"1327","O95071",2,0,2
"1328","O95076",7,4,3
"1329","O95081",5,0,5
"1330","O95084",1,0,1
"1331","O95096",1,0,1
"1332","O95104",5,0,5
"1333","O95125",2,0,2
"1334","O95136",7,2,5
"1335","O95140",136,126,10
"1336","O95149",6,0,6
"1337","O95153",16,0,16
"1338","O95155",3,0,3
"1339","O95157",3,0,3
"1340","O95159",1,0,1
"1341","O95163",24,2,22
"1342","O95169",3,3,0
"1343","O95171",6,0,6
"1344","O95180",34,22,12
"1345","O95183",1,0,1
"1346","O95185",4,1,3
"1347","O95196",3,0,3
"1348","O95197",11,0,11
"1349","O95199",2,0,2
"1350","O95201",3,0,3
"1351","O95202",7,0,7
"1352","O95206",3,0,3
"1353","O95208",2,0,2
"1354","O95210",3,0,3
"1355","O95219",3,0,3
"1356","O95221",9,0,9
"1357","O95222",5,0,5
"1358","O95229",3,0,3
"1359","O95231",3,0,3
"1360","O95235",7,0,7
"1361","O95236",8,0,8
"1362","O95237",4,3,1
"1363","O95238",2,0,2
"1364","O95239",2,1,1
"1365","O95243",7,0,7
"1366","O95255",145,140,5
"1367","O95256",7,0,7
"1368","O95258",1,0,1
"1369","O95259",11,10,1
"1370","O95260",2,0,2
"1371","O95263",7,3,4
"1372","O95264",7,0,7
"1373","O95271",3,0,3
"1374","O95273",3,0,3
"1375","O95274",4,0,4
"1376","O95279",1,0,1
"1377","O95292",3,2,1
"1378","O95295",1,1,0
"1379","O95297",2,0,2
"1380","O95298",1,1,0
"1381","O95299",2,2,0
"1382","O95302",1,0,1
"1383","O95336",2,0,2
"1384","O95340",3,0,3
"1385","O95342",113,103,10
"1386","O95343",44,43,1
"1387","O95347",5,0,5
"1388","O95359",37,0,37
"1389","O95363",15,13,2
"1390","O95371",4,0,4
"1391","O95372",1,0,1
"1392","O95373",1,0,1
"1393","O95377",3,0,3
"1394","O95382",6,0,6
"1395","O95388",1,0,1
"1396","O95390",2,0,2
"1397","O95391",1,0,1
"1398","O95393",2,0,2
"1399","O95395",5,0,5
"1400","O95396",1,0,1
"1401","O95398",8,0,8
"1402","O95400",2,0,2
"1403","O95405",9,0,9
"1404","O95407",1,0,1
"1405","O95409",27,24,3
"1406","O95411",5,0,5
"1407","O95416",1,0,1
"1408","O95425",25,1,24
"1409","O95427",12,7,5
"1410","O95433",1,0,1
"1411","O95436",1,1,0
"1412","O95445",2,0,2
"1413","O95447",11,0,11
"1414","O95450",5,0,5
"1415","O95452",17,13,4
"1416","O95453",3,2,1
"1417","O95455",8,5,3
"1418","O95456",2,0,2
"1419","O95461",9,4,5
"1420","O95470",7,3,4
"1421","O95471",2,0,2
"1422","O95473",3,0,3
"1423","O95475",4,3,1
"1424","O95477",73,60,13
"1425","O95479",8,0,8
"1426","O95487",4,0,4
"1427","O95497",3,0,3
"1428","O95500",6,4,2
"1429","O95502",3,0,3
"1430","O95521",5,0,5
"1431","O95522",11,0,11
"1432","O95528",18,11,7
"1433","O95551",2,0,2
"1434","O95563",2,0,2
"1435","O95568",3,0,3
"1436","O95571",17,14,3
"1437","O95602",19,2,17
"1438","O95613",45,1,44
"1439","O95620",1,0,1
"1440","O95622",18,11,7
"1441","O95625",2,2,0
"1442","O95630",7,7,0
"1443","O95631",3,2,1
"1444","O95661",1,0,1
"1445","O95670",2,0,2
"1446","O95671",3,0,3
"1447","O95672",10,6,4
"1448","O95674",2,0,2
"1449","O95678",4,0,4
"1450","O95684",5,0,5
"1451","O95696",3,0,3
"1452","O95707",4,0,4
"1453","O95711",1,0,1
"1454","O95714",21,1,20
"1455","O95716",1,0,1
"1456","O95721",2,0,2
"1457","O95727",2,0,2
"1458","O95741",2,0,2
"1459","O95750",2,0,2
"1460","O95754",2,0,2
"1461","O95755",5,0,5
"1462","O95757",4,0,4
"1463","O95759",8,0,8
"1464","O95760",1,0,1
"1465","O95780",7,0,7
"1466","O95782",1,0,1
"1467","O95786",10,4,6
"1468","O95789",8,0,8
"1469","O95793",1,0,1
"1470","O95800",4,0,4
"1471","O95801",5,0,5
"1472","O95803",5,0,5
"1473","O95810",5,0,5
"1474","O95816",1,0,1
"1475","O95817",19,11,8
"1476","O95822",17,10,7
"1477","O95825",4,0,4
"1478","O95831",18,15,3
"1479","O95832",1,0,1
"1480","O95833",3,0,3
"1481","O95835",3,0,3
"1482","O95837",2,0,2
"1483","O95838",3,0,3
"1484","O95841",2,0,2
"1485","O95843",2,0,2
"1486","O95848",1,0,1
"1487","O95858",1,0,1
"1488","O95859",10,10,0
"1489","O95861",2,0,2
"1490","O95864",2,0,2
"1491","O95867",1,0,1
"1492","O95870",4,0,4
"1493","O95872",4,0,4
"1494","O95873",1,0,1
"1495","O95876",8,2,6
"1496","O95881",2,0,2
"1497","O95886",3,1,2
"1498","O95897",1,0,1
"1499","O95900",3,0,3
"1500","O95905",5,0,5
"1501","O95907",2,0,2
"1502","O95918",3,0,3
"1503","O95931",1,0,1
"1504","O95932",13,4,9
"1505","O95935",5,2,3
"1506","O95944",4,0,4
"1507","O95947",7,6,1
"1508","O95948",1,0,1
"1509","O95954",1,0,1
"1510","O95965",6,0,6
"1511","O95967",9,7,2
"1512","O95970",23,21,2
"1513","O95971",1,0,1
"1514","O95972",15,11,4
"1515","O95976",2,0,2
"1516","O95977",2,0,2
"1517","O95980",1,0,1
"1518","O95985",6,0,6
"1519","O95988",2,0,2
"1520","O95990",2,0,2
"1521","O95992",2,0,2
"1522","O95994",1,0,1
"1523","O95995",4,1,3
"1524","O95996",2,0,2
"1525","O95997",2,0,2
"1526","O95998",4,0,4
"1527","O95999",1,0,1
"1528","O96000",1,0,1
"1529","O96004",4,4,0
"1530","O96005",5,0,5
"1531","O96006",1,0,1
"1532","O96007",5,2,3
"1533","O96009",6,0,6
"1534","O96011",1,0,1
"1535","O96013",4,0,4
"1536","O96014",2,0,2
"1537","O96018",1,0,1
"1538","O96020",3,0,3
"1539","O96024",1,0,1
"1540","O96028",3,1,2
"1541","P00167",1,1,0
"1542","P00352",1,0,1
"1543","P00367",34,28,6
"1544","P00374",2,2,0
"1545","P00390",6,1,5
"1546","P00439",500,465,35
"1547","P00441",154,146,8
"1548","P00450",8,0,8
"1549","P00451",1232,1151,81
"1550","P00480",266,252,14
"1551","P00488",64,62,2
"1552","P00491",20,18,2
"1553","P00492",154,149,5
"1554","P00505",7,3,4
"1555","P00533",6,3,3
"1556","P00540",2,0,2
"1557","P00558",15,15,0
"1558","P00568",2,0,2
"1559","P00734",49,43,6
"1560","P00738",1,1,0
"1561","P00739",1,0,1
"1562","P00740",643,601,42
"1563","P00742",99,90,9
"1564","P00747",32,31,1
"1565","P00748",23,22,1
"1566","P00749",5,0,5
"1567","P00750",5,0,5
"1568","P00751",10,9,1
"1569","P00797",8,7,1
"1570","P00813",54,45,9
"1571","P00915",2,1,1
"1572","P00918",7,6,1
"1573","P00966",83,76,7
"1574","P00973",3,0,3
"1575","P00995",7,7,0
"1576","P01008",119,111,8
"1577","P01009",33,30,3
"1578","P01011",6,1,5
"1579","P01024",35,23,12
"1580","P01031",8,2,6
"1581","P01034",1,1,0
"1582","P01036",1,0,1
"1583","P01042",7,0,7
"1584","P01100",2,0,2
"1585","P01111",16,15,1
"1586","P01112",18,16,2
"1587","P01116",31,29,2
"1588","P01127",3,2,1
"1589","P01130",803,760,43
"1590","P01133",18,1,17
"1591","P01135",2,0,2
"1592","P01138",2,1,1
"1593","P01148",2,0,2
"1594","P01160",1,1,0
"1595","P01185",52,48,4
"1596","P01189",9,6,3
"1597","P01210",1,0,1
"1598","P01213",13,7,6
"1599","P01222",3,3,0
"1600","P01225",2,2,0
"1601","P01229",5,2,3
"1602","P01236",1,0,1
"1603","P01241",27,25,2
"1604","P01266",74,27,47
"1605","P01270",4,3,1
"1606","P01286",1,0,1
"1607","P01298",1,0,1
"1608","P01308",14,13,1
"1609","P01374",2,0,2
"1610","P01562",1,0,1
"1611","P01566",3,0,3
"1612","P01568",1,0,1
"1613","P01569",3,0,3
"1614","P01570",1,0,1
"1615","P01583",1,0,1
"1616","P01588",4,1,3
"1617","P01589",7,3,4
"1618","P01730",3,0,3
"1619","P01732",1,1,0
"1620","P01833",8,0,8
"1621","P01906",3,0,3
"1622","P02042",14,13,1
"1623","P02144",3,1,2
"1624","P02452",396,379,17
"1625","P02458",212,196,16
"1626","P02461",261,248,13
"1627","P02462",81,73,8
"1628","P02489",10,10,0
"1629","P02511",13,12,1
"1630","P02533",67,61,6
"1631","P02538",36,32,4
"1632","P02545",260,248,12
"1633","P02549",58,21,37
"1634","P02647",21,19,2
"1635","P02649",32,27,5
"1636","P02652",1,0,1
"1637","P02655",2,2,0
"1638","P02656",3,3,0
"1639","P02671",32,26,6
"1640","P02675",29,27,2
"1641","P02679",59,52,7
"1642","P02689",4,3,1
"1643","P02730",60,47,13
"1644","P02741",3,0,3
"1645","P02745",5,2,3
"1646","P02746",4,3,1
"1647","P02747",4,2,2
"1648","P02748",8,2,6
"1649","P02749",6,0,6
"1650","P02750",8,0,8
"1651","P02751",10,10,0
"1652","P02753",8,5,3
"1653","P02760",4,0,4
"1654","P02766",124,115,9
"1655","P02768",7,6,1
"1656","P02771",2,1,1
"1657","P02775",2,0,2
"1658","P02778",1,0,1
"1659","P02786",5,1,4
"1660","P02787",7,7,0
"1661","P02788",7,0,7
"1662","P02790",7,0,7
"1663","P02792",4,4,0
"1664","P02794",2,0,2
"1665","P03372",3,3,0
"1666","P03950",30,26,4
"1667","P03951",156,142,14
"1668","P03956",4,0,4
"1669","P03971",11,11,0
"1670","P03973",1,0,1
"1671","P03999",12,6,6
"1672","P04000",10,8,2
"1673","P04001",7,5,2
"1674","P04003",9,0,9
"1675","P04004",5,0,5
"1676","P04035",5,0,5
"1677","P04040",9,5,4
"1678","P04053",3,0,3
"1679","P04062",251,234,17
"1680","P04066",10,7,3
"1681","P04070",188,174,14
"1682","P04080",4,4,0
"1683","P04090",5,0,5
"1684","P04118",3,0,3
"1685","P04141",1,0,1
"1686","P04150",3,0,3
"1687","P04155",1,0,1
"1688","P04156",39,37,2
"1689","P04180",69,60,9
"1690","P04181",40,39,1
"1691","P04183",1,0,1
"1692","P04196",11,2,9
"1693","P04198",8,8,0
"1694","P04201",2,0,2
"1695","P04217",4,0,4
"1696","P04234",4,0,4
"1697","P04259",4,3,1
"1698","P04264",36,35,1
"1699","P04275",330,311,19
"1700","P04278",3,0,3
"1701","P04350",28,24,4
"1702","P04424",77,70,7
"1703","P04439",12,0,12
"1704","P04440",10,0,10
"1705","P04626",4,0,4
"1706","P04628",6,4,2
"1707","P04629",37,32,5
"1708","P04632",1,0,1
"1709","P04732",2,0,2
"1710","P04733",1,0,1
"1711","P04746",5,0,5
"1712","P04792",29,26,3
"1713","P04808",2,0,2
"1714","P04818",1,0,1
"1715","P04839",148,144,4
"1716","P04843",4,0,4
"1717","P04844",5,0,5
"1718","P04920",3,0,3
"1719","P05000",3,0,3
"1720","P05015",2,0,2
"1721","P05019",2,0,2
"1722","P05023",2,0,2
"1723","P05060",11,0,11
"1724","P05062",20,18,2
"1725","P05067",36,28,8
"1726","P05089",1,0,1
"1727","P05090",2,0,2
"1728","P05091",2,0,2
"1729","P05093",55,49,6
"1730","P05106",80,71,9
"1731","P05107",3,0,3
"1732","P05108",12,8,4
"1733","P05111",4,3,1
"1734","P05112",2,0,2
"1735","P05120",5,0,5
"1736","P05121",1,0,1
"1737","P05129",28,28,0
"1738","P05141",2,0,2
"1739","P05154",6,0,6
"1740","P05155",145,133,12
"1741","P05160",11,7,4
"1742","P05161",1,0,1
"1743","P05162",2,0,2
"1744","P05164",9,6,3
"1745","P05165",46,37,9
"1746","P05166",4,0,4
"1747","P05181",6,0,6
"1748","P05186",181,169,12
"1749","P05187",6,0,6
"1750","P05204",1,0,1
"1751","P05231",1,0,1
"1752","P05305",6,3,3
"1753","P05362",5,0,5
"1754","P05408",1,0,1
"1755","P05412",1,0,1
"1756","P05413",1,0,1
"1757","P05452",1,0,1
"1758","P05543",3,3,0
"1759","P05546",3,2,1
"1760","P05549",28,24,4
"1761","P05783",6,4,2
"1762","P05813",2,0,2
"1763","P05814",3,0,3
"1764","P05976",2,1,1
"1765","P05981",2,0,2
"1766","P05997",17,8,9
"1767","P06126",11,0,11
"1768","P06127",2,0,2
"1769","P06132",63,59,4
"1770","P06133",8,0,8
"1771","P06213",95,80,15
"1772","P06239",2,1,1
"1773","P06276",38,33,5
"1774","P06280",431,401,30
"1775","P06307",1,0,1
"1776","P06340",5,0,5
"1777","P06396",8,2,6
"1778","P06400",67,62,5
"1779","P06401",2,1,1
"1780","P06493",1,0,1
"1781","P06576",4,0,4
"1782","P06681",3,3,0
"1783","P06703",1,0,1
"1784","P06729",1,0,1
"1785","P06731",5,0,5
"1786","P06732",3,1,2
"1787","P06734",4,0,4
"1788","P06737",23,17,6
"1789","P06744",3,0,3
"1790","P06746",3,0,3
"1791","P06748",1,0,1
"1792","P06753",19,19,0
"1793","P06850",1,0,1
"1794","P06858",94,84,10
"1795","P06865",3,0,3
"1796","P06870",4,0,4
"1797","P07093",4,0,4
"1798","P07099",5,0,5
"1799","P07101",49,45,4
"1800","P07195",11,10,1
"1801","P07196",13,11,2
"1802","P07197",5,1,4
"1803","P07199",2,0,2
"1804","P07202",71,51,20
"1805","P07204",8,5,3
"1806","P07205",3,0,3
"1807","P07225",152,139,13
"1808","P07237",1,1,0
"1809","P07315",2,2,0
"1810","P07316",1,0,1
"1811","P07320",13,11,2
"1812","P07327",6,0,6
"1813","P07333",44,29,15
"1814","P07339",5,4,1
"1815","P07357",6,0,6
"1816","P07359",23,20,3
"1817","P07360",4,0,4
"1818","P07384",6,4,2
"1819","P07437",12,10,2
"1820","P07438",2,0,2
"1821","P07476",34,0,34
"1822","P07477",19,18,1
"1823","P07492",2,0,2
"1824","P07498",3,0,3
"1825","P07510",8,4,4
"1826","P07550",1,1,0
"1827","P07585",4,1,3
"1828","P07602",13,7,6
"1829","P07686",33,28,5
"1830","P07711",3,0,3
"1831","P07737",4,3,1
"1832","P07738",5,2,3
"1833","P07741",29,24,5
"1834","P07766",1,0,1
"1835","P07814",5,0,5
"1836","P07858",3,0,3
"1837","P07902",203,195,8
"1838","P07910",3,0,3
"1839","P07911",1,0,1
"1840","P07942",9,0,9
"1841","P07947",2,0,2
"1842","P07949",209,184,25
"1843","P07951",16,15,1
"1844","P07954",112,101,11
"1845","P07992",2,0,2
"1846","P07996",9,2,7
"1847","P07998",1,0,1
"1848","P08034",294,272,22
"1849","P08047",1,0,1
"1850","P08069",22,17,5
"1851","P08100",142,137,5
"1852","P08123",369,350,19
"1853","P08133",5,0,5
"1854","P08134",1,0,1
"1855","P08138",1,0,1
"1856","P08151",9,0,9
"1857","P08172",3,1,2
"1858","P08183",9,1,8
"1859","P08185",2,2,0
"1860","P08195",1,0,1
"1861","P08217",3,2,1
"1862","P08235",22,19,3
"1863","P08236",41,41,0
"1864","P08238",2,0,2
"1865","P08243",18,16,2
"1866","P08246",75,73,2
"1867","P08247",1,1,0
"1868","P08253",7,4,3
"1869","P08254",4,0,4
"1870","P08263",1,0,1
"1871","P08294",1,0,1
"1872","P08311",1,0,1
"1873","P08397",132,123,9
"1874","P08473",11,7,4
"1875","P08476",4,0,4
"1876","P08514",81,75,6
"1877","P08519",1,1,0
"1878","P08572",24,9,15
"1879","P08574",2,2,0
"1880","P08582",7,0,7
"1881","P08590",15,15,0
"1882","P08620",1,0,1
"1883","P08631",3,0,3
"1884","P08648",4,0,4
"1885","P08651",3,0,3
"1886","P08697",5,1,4
"1887","P08700",2,0,2
"1888","P08709",168,146,22
"1889","P08729",5,0,5
"1890","P08754",2,2,0
"1891","P08779",19,17,2
"1892","P08842",15,13,2
"1893","P08861",3,0,3
"1894","P08865",1,0,1
"1895","P08887",7,0,7
"1896","P08908",1,0,1
"1897","P08912",9,0,9
"1898","P08922",35,0,35
"1899","P08962",1,0,1
"1900","P08F94",290,219,71
"1901","P09001",4,1,3
"1902","P09012",3,2,1
"1903","P09016",4,1,3
"1904","P09067",2,0,2
"1905","P09086",1,0,1
"1906","P09104",2,0,2
"1907","P09105",1,0,1
"1908","P09110",1,0,1
"1909","P09131",2,0,2
"1910","P09172",15,5,10
"1911","P09210",1,0,1
"1912","P09211",1,0,1
"1913","P09228",4,0,4
"1914","P09234",1,0,1
"1915","P09237",2,0,2
"1916","P09238",10,0,10
"1917","P09327",7,0,7
"1918","P09341",1,0,1
"1919","P09417",25,22,3
"1920","P09430",2,0,2
"1921","P09466",2,0,2
"1922","P09467",18,14,4
"1923","P09486",3,2,1
"1924","P09488",1,0,1
"1925","P09496",1,0,1
"1926","P09529",2,0,2
"1927","P09544",1,0,1
"1928","P09564",2,0,2
"1929","P09601",4,0,4
"1930","P09619",21,12,9
"1931","P09622",17,15,2
"1932","P09629",1,0,1
"1933","P09651",6,4,2
"1934","P09668",2,0,2
"1935","P09683",1,0,1
"1936","P09693",2,0,2
"1937","P09758",10,9,1
"1938","P09769",1,0,1
"1939","P09848",24,4,20
"1940","P09871",10,2,8
"1941","P09874",5,1,4
"1942","P09884",3,0,3
"1943","P09913",4,0,4
"1944","P09914",2,0,2
"1945","P09917",4,0,4
"1946","P09919",1,0,1
"1947","P09923",8,0,8
"1948","P09936",4,4,0
"1949","P09958",1,0,1
"1950","P09960",4,0,4
"1951","P09972",1,0,1
"1952","P0C024",3,0,3
"1953","P0C025",6,0,6
"1954","P0C091",25,0,25
"1955","P0C0L5",2,2,0
"1956","P0C0P6",2,0,2
"1957","P0C0S8",1,0,1
"1958","P0C1S8",4,0,4
"1959","P0C1Z6",3,0,3
"1960","P0C263",3,0,3
"1961","P0C2S0",1,0,1
"1962","P0C2W1",1,0,1
"1963","P0C2Y1",1,0,1
"1964","P0C5K7",4,0,4
"1965","P0C671",4,0,4
"1966","P0C672",2,0,2
"1967","P0C6A0",1,0,1
"1968","P0C7H8",1,0,1
"1969","P0C7I0",3,0,3
"1970","P0C7M3",2,0,2
"1971","P0C7M4",1,0,1
"1972","P0C7M6",1,0,1
"1973","P0C7M7",13,0,13
"1974","P0C7N8",3,0,3
"1975","P0C7P3",9,4,5
"1976","P0C7Q2",2,0,2
"1977","P0C7Q6",1,0,1
"1978","P0C7T3",3,0,3
"1979","P0C7T5",3,0,3
"1980","P0C7T8",2,0,2
"1981","P0C7V6",4,0,4
"1982","P0C7W6",1,0,1
"1983","P0C862",1,0,1
"1984","P0C881",1,0,1
"1985","P0C8F1",2,0,2
"1986","P0CAT3",2,0,2
